date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeTotUSD,HashRate,IssTotUSD,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjUSD,TxTfrValMeanUSD,TxTfrValMedUSD,TxTfrValUSD,VtyDayRet30d,FearAndGreed,Tweets
42935,713341,149,139523777,936401.187919463,2.41800668,37145563305.32494455738651044,15362059845.16524911150584167,804525194568.13,452492.9678462498708569516564,5958981.48752598,4203784.001836650625,2257.06523588545,234.54836961661698,-12.84258403650087,16457461.09361021,253602,619356,1113061529.950180912522348161,6583.575168212673877151274081,47.32182158611939496325,4077576781.883531143882879894,0.04661983830255613,,157
42936,660126,162,151005190,932130.802469136,2.98008325,46479908648.67811573917869309,15596849069.62826996542926243,804525194568.129,657349.1225728834877891967513,6478892.62402153,5718393.30087667125,2823.89792635885,323.1792631984315,3.3173748391820275,16459486.09361018,230755,569430,1462797606.341325881859693725,9413.67628869766214828951157,76.582304468179142336,5360429689.073115173619109122,0.0618426226376389,,191
42937,744868,154,150384146,976520.428571429,2.80324324,43888421935.82964159920010094,15656301706.33830758723606709,804525194568.129,657349.7665718748789049216478,6158947.30925504,5132318.957714795,2666.1397182934,299.80996689867555,1.0184063225018214,16461411.09361016,269668,670174,1275576078.916783791971003268,6464.811202679367581270475654,47.11375488292041541,4332548382.944447232632886978,0.062428914343296824,,895
42938,633583,160,146557402,915983.7625,2.956705,46587404300.7461442215690701,15756527715.50501837037627057,804525194568.129,473007.3806768804363380850929,6398906.29532991,5659508.10993572,2829.75405496786,334.97008581001484,5.326584149429005,16463411.09361014,214900,524668,1009512522.292942386561791748,7086.510685226909818735405325,50.511109881176301,3718065388.196636683577879428,0.0632913005395211,,5485
42939,536910,172,118571600,689369.767441861,2.86830102,45333705063.65810323081226383,15805072304.28233869480148257,804525194568.129,346986.3605567760769297861542,6878824.26747965,5919474.3096054985,2753.24386493279,318.8220633851538,2.508437940282239,16465561.09361012,183120,444604,928198712.7569823183655341434,7388.461699735323247154890964,39.80539486518757735165,3284939625.549118995295670793,0.06351443207795851,,1084
42940,681339,178,159560257,896405.938202247,2.8571688,45371377698.71975510031083856,15879838010.72342762138063805,804525194568.129,465856.9944836956788412527984,7118783.25355452,6130229.94140196,2755.1595242256,316.56858214937216,7.531464863818456,16467786.0936101,243957,592340,1345278292.21457638308004344,8505.896707229166746158369968,47.233201285740163752,5038382855.56012118591901168,0.06286579819139633,,894
42941,702031,148,138380020,935000.135135135,2.63175728,42140742567.94083957987041832,16012397068.0049818854216942,804525194568.13,433555.355826941772008440504,5918988.32318017,4733582.048053763,2558.69299894798,290.56884963632007,2.4407795641349286,16469636.09360999,242360,630973,1350082926.615124918753893581,28043.81054378034845075837752,49.77681360153400292,17694887270.24079852466709655,0.06421707304775368,,1568
42942,652653,147,141513340,962675.782312925,2.58755545,41546403805.85625929826769054,16056237090.55198722656164199,804525194568.13,416920.6755826652100350498436,5878995.15883436,4634771.537555523,2522.32464628872,285.3075404102313,3.9548704776804113,16471473.59360997,236393,558297,1317151238.643581294961751162,13602.63898936215560128309847,50.7486169719068628816,7594312539.84392279787656796,0.06403798270110252,,1276
42943,686889,154,142987957,928493.227272727,2.70895213,43904037844.16540758193861614,16207018715.51906241626370468,838160268968.99,444024.3527860801028156183462,6416436.63634687,5130409.026999564,2665.14754649328,306.1021599235302,5.327415112795704,16473398.59360995,225488,557213,1561046754.828715931719141315,8663.872728454326919971642427,51.95305369756675368,4827622514.640227105515034314,0.06436915172757524,,2044
42944,683771,150,137528696,916857.973333333,2.77596935,46029171038.01703856821269524,16581296584.31346435249625373,860221984436.22,528461.009751131883852550912,6414280.01814893,5238437.78411746875,2793.83348486265,325.7617471954423,9.015214533291548,16475273.59357994,249112,613135,1921181276.721936145529766488,16078.78875886555605650237668,67.9477904669551114695,9858468145.66703381962041143,0.06487679492127978,,541
42945,634637,157,136782826,871228.191082803,2.65045335,44594828238.11444428278906683,16825358677.67352537505033077,860221984436.22,419387.0605575657437292135056,6713613.08566255,5311409.627212895,2706.4507654588,311.5914558980055,6.534597775808767,16477236.09357981,207797,505815,1238834838.613970545080553856,20581.52722460524477431499852,49.149145900731808,10410445193.11370005880119683,0.06515466562700928,,228
42946,583526,147,119264605,811323.843537415,2.63429117,45307309969.06875036494778707,17199051662.38318665386857472,860221984436.22,397544.4650204484031611787814,6285994.41778595,5051994.06965444625,2749.3845277031,319.5216780572589,12.095690632936275,16479073.5935797,193936,462970,1995937785.61297145350845597,46725.28582711513918210527396,106.69234104359372829,21632405579.37944910463431229,0.06481282384854463,,1138
42947,692282,145,134382575,926776.379310345,2.66440296,47178370615.22995733011895684,17706920198.06937459639308519,860221984436.22,542055.9201221405819381645342,6200470.68421063,5188482.9647245675,2862.61129088252,358.1611287679229,18.664043430800874,16480886.0935797,220968,531794,2470355704.428936061505664083,12688.77347232094012217724489,67.9670657577623988356,6747813599.939435407594112022,0.06502848428331894,,233
42948,473639,149,107678019,722671.268456376,2.51234417,44954870203.73564907116727177,17893595431.58236246155315304,860221984436.22,201890.8344747839778648524167,6371518.15136127,5079762.351472820875,2727.38918199883,349.6863306419426,8.278188773058234,16482748.59357968,131368,333724,2210930010.315289438000887472,18940.14240240512867735310274,40.04269611640631241685,6320780083.100245132730731538,0.06535650769992728,,646
42949,599118,152,133860392,880660.473684211,2.45667542,44346106068.0545381147158591,18051267837.92787104942332054,860221984436.22,359589.3103820277451904963192,6499803.75172425,5111276.776753355,2690.14567197545,410.48233518001894,5.41622925952889,16484648.59357967,214635,538457,2913300818.656171186560042206,10989.08277008306734730664844,43.2316901054575519255,5917148541.130617030252944796,0.06539268652068125,,282
42950,592805,138,119903326,868864.68115942,2.51633659,45992799938.3151916538404731,18277681996.310577290917893,860221984436.22,345013.6362622870428251244749,5901137.61669702,4812312.3889742835,2789.74631244886,389.13137306528574,7.308469900475317,16486373.59356965,212356,527194,2203873095.457988541255068281,7310.808140168856500604587093,50.9817350899144951091,3854214186.648187042674887615,0.0656305919272926,,6591
42951,668144,179,165420248,924135.463687151,2.52690325,47161926533.84064240306932686,18663922574.49242739742451301,860221984436.22,328808.0078856463192783924496,7654374.15499106,6399860.4867708905,2860.27284324956,390.1570184534889,9.668627704663676,16488611.09356963,234256,576248,2062946842.821773018231018449,7197.974287403130102055248945,49.4159042145990782784,4147818287.16748641422688444,0.06576048254830213,,3598
42952,642015,177,153258780,865868.813559322,2.8058202,53387777581.8204652022786098,19027512047.01749648142525315,860221984436.22,351699.9434342660164162038368,7568850.42141574,7162799.191293108,3237.42336329632,456.9475030307018,24.363437014408408,16490823.59356962,235105,562046,1662356699.682996348798781027,7919.362873080137741815033149,60.5477000195308105392,4451046225.36319504029145864,0.06934321702054583,,3520
42953,547079,140,112563509,804025.064285714,2.74360243,53272937538.04711190748955237,19417149119.13707662767990126,860221984436.22,288571.8121350113941576636068,5986661.35027234,5652704.240648745,3230.11670894214,446.74032544014057,29.423086786114478,16492573.59356961,203085,502838,1659159676.506038041169589005,7297.495699979109317561515519,46.447301710398055023,3669458142.786099991318335477,0.0687430953862717,,12206
42954,692078,153,144383089,943680.320261438,2.8173808,55958573635.89146008557817227,19861913474.75603061223582661,860221984436.22,425759.5908918689269041906423,6542565.61851191,6488275.625656783875,3392.56241864407,470.43518262243487,32.85961151901163,16494486.0935696,250307,620467,2508536049.936770030516833376,8771.775123254021124393575289,64.6507728383809572434,5442596995.400044874124712998,0.06909619897498215,,248
42955,786340,164,160844448,980758.829268293,2.79701154,56511797950.61417935298696822,20204349195.16791345230871274,860221984436.22,540226.6015951910298881014836,7012946.15317617,7022637.064026884,3425.67661659848,479.0241811891991,36.68953917727265,16496536.09356959,275494,705099,2379805289.196407360701634138,9988.035214505184243040571333,59.57594203926416568,7042553641.712380226270055142,0.06889108861227523,,798
42956,711839,138,131684904,954238.434782609,2.70304955,55223234127.27439982513430347,20429974754.5161504109107927,890357720268.375,537036.5420117760441599317705,6107869.28310813,5773946.6195426715,3347.21543161894,469.3200310046447,44.31590945850378,16498261.09356956,257449,629507,1981154339.762469441513893548,9587.683890787789808022844584,63.4817481569862713276,6035514123.038147039055640345,0.06719512655020053,,1929
42957,730801,134,131482726,981214.373134328,2.74911842,56710810916.71009364475329642,20628726076.74916571791671954,923233068448.906,666244.3617285840412882520669,6149818.07832045,5757028.860403272,3437.03215546464,482.5786716575736,48.20112145703908,16499936.09356953,262413,682482,2263647422.33654584870863817,11297.14456813806200889705057,63.1039103743307904,7710097819.151997628105225526,0.06720229981233168,,1681
42958,729508,144,137294725,953435.590277778,2.89608699,60404943871.39993056012271396,20857434229.92027699455440419,923233068448.906,845169.5778552032287963698338,6608759.7259563,6588936.967118634,3660.52053728813,520.8629874559265,54.13456168392662,16501736.09356403,278906,694895,2442265413.240076895227155128,14230.10394207987470946752258,77.62865903426937291,9888428078.83159138269699123,0.06779593723838155,,876
42959,695821,135,134026443,992788.466666667,3.02040239,63886112715.0326446871558143,21151523706.00327437710528425,923233068448.906,821185.1526785433338610137671,6195712.24308403,6532451.560454416875,3871.08240619521,559.2536540812496,65.16700377801055,16503423.59356403,261652,626537,2126539813.991096657783703977,11218.1817314224809028783235,68.7502686907306817916,7028605927.460243534585183045,0.06799919157661205,,4570
42960,717839,148,145781003,985006.777027027,3.12865374,67074148204.91928481618587279,21438661385.47676194270089695,923233068448.906,767716.0469293369461706257365,6792336.38501064,7518031.9475277635,4063.80105271771,594.2353744104831,83.4817927979491,16505273.59356402,263937,687819,2163969968.495403322532809706,11214.23833996758317574122446,49.81407330421368918,7713366200.758159919745671412,0.06679001380376362,,50450
42961,681161,130,123935748,953351.907692308,3.25544228,71055660577.93752925506422268,21826730305.98322120326569443,923233068448.906,1100987.330659971553494077315,5966241.41926611,6994981.3882159575,4304.60393120982,653.3604124847739,116.35163467952485,16506898.59356402,258450,616897,2705957870.311547822276177546,15932.72174948979286272073749,103.18566083503059522,9828848249.095005352688963364,0.06259069935256213,,517
42962,817719,152,147562938,970808.802631579,3.11536106,68677106425.00050285588981199,22044669984.69249548636877254,923233068448.906,1454475.860642318987370495853,6975913.04406499,7904058.03717124,4160.0305458796,634.2554954880467,117.7172075816711,16508798.59356402,309155,800764,2768148734.975237249860733376,10382.32518507434430114044902,72.837600425056787236,8313792244.500880908796483248,0.062371452939420605,,1481
42963,688962,130,126573265,973640.5,3.22936466,72062692116.97245845461443477,22314820290.50256056066533818,923233068448.906,1526546.71233972595826806907,5966241.41926611,7092602.68378142,4364.67857463472,654.5930079760359,96.98458177423937,16510423.59356402,276520,663431,3223545861.300708109161252069,15464.98427672055115008466614,87.2935714926944,10259949983.68899178869942536,0.0581457382353851,,2277
42964,863099,179,175182864,978675.217877095,3.14349195,71145078748.63456975406435644,22632499094.35304514744397494,923233068448.906,1550577.677450572240873188993,8215055.49268179,9640306.477440831625,4308.51686142607,651.05266863146,87.02098822753752,16512661.09356396,348484,797542,2964947686.881179656958994466,12110.19848733424927099507777,69.934122287923397812,9658391921.985532669835974853,0.0584139024335501,,1957
42965,727394,149,143035927,959972.66442953,2.97541172,67850038464.24485503510969575,22803579745.69303413426162359,923233068448.906,1377429.576516401192934321723,6838230.54977423,7652094.58957116425,4108.50716218586,616.6877656844433,82.02872902670386,16514523.59356395,306485,701942,2838447031.157765126428793979,12571.01453339240043651757205,81.6930017644367451489,8824123083.598531713638616115,0.059276767969275675,,869
42966,708914,151,145937541,966473.781456954,2.97749577,68713761143.51764952369288341,23077702318.308826363594802,923233068448.906,1104954.209358600466080585743,6930018.8793014,7852627.512337085375,4160.33245686733,624.8490547467386,47.32587952397012,16516411.09356393,264904,680267,2556583479.367953179125090167,12133.57164487793589946781137,50.88918661240118056,8254068382.146171069823902493,0.04503294074006778,,434
42967,627940,130,124977690,961366.846153846,2.88932289,67489563565.01474632103148143,23358262881.18871221999960953,923233068448.906,892155.1912039324381431851712,5966241.41926611,6639441.89078755,4085.8103943308,602.2741440390505,53.24817249060501,16518036.09356391,215808,539031,2288605129.247271451829257192,12344.18342719117657788261381,62.737291740117887536,6653897536.942284208831161084,0.04345554860659254,,386
42968,632318,115,112294936,976477.704347826,2.8086644,65956080358.16499396999507152,23483076266.07932269879183575,923233068448.906,1192922.065457062827347492241,5277828.94781232,5739399.925661165625,3992.62603524255,587.4448531279444,41.094454065121845,16519473.59356389,238146,593780,2494863893.393163149636174814,13638.24131646594670142944839,93.347596703970819,8098114928.891143720462843118,0.04310061317574845,,198
42969,530992,89,88839456,998196.134831461,2.84203031,67310327158.72247814128333913,23683887857.54155533302022439,923233068448.906,1380568.771325763898178847035,4084580.6639591,4532692.638141437125,4074.33046125073,596.500204048526,47.982912561586296,16520586.09356387,196446,521182,2437469330.64521060581094474,11820.34590655079967052727241,87.2074988555705875149,6160551520.267962380742459496,0.04249200297779331,,1872
42970,839588,159,156854292,986504.981132075,2.86484514,68517713977.94929843959862394,23916725187.32565761479543027,923233068448.906,2233115.322406908758893511543,7297172.19741008,8241994.24865794125,4146.9153452367,611.7607020517476,50.5145276988012,16522573.59356305,313788,787323,2440565186.407455858232023687,10709.90531766160503971484731,65.168733181241288133,8432154784.417272410539872252,0.042434562054145246,,2055
42971,542527,101,93248680,923254.257425743,2.96780825,71479081623.50026767933855129,24084804573.33640688419649762,889907559831.163,1671672.097999800038721441939,4467992.01920994,5461343.2403440915,4325.81642799532,647.5034968278623,69.06351913941617,16523836.09274545,201411,483952,2291313618.375107050214347114,12283.64802230175709244513794,121.4003178495605798248,5944696027.688979152452786645,0.0393538193437373,,951
42972,587663,101,95366362,944221.405940594,2.96751747,71935931728.76527505650150491,24241114851.77838766888510027,888171856257.322,1884940.071670899725673478087,4459277.50765201,5495828.862856886375,4353.13177255991,655.7081752673611,72.58411913648744,16525098.59274545,212865,547075,1686671049.467704407235432397,8901.28324217019881730743796,96.575969626950627314,4869669529.710251926940888729,0.03895709091941902,,1336
42973,617917,105,104832221,998402.104761905,2.94348577,71757325229.35551333763048412,24378349664.15380873979330956,888171856257.322,1801175.215777869129922289866,4635882.55746001,5698847.06576563875,4341.97871677382,650.0723500551371,62.91701082316676,16526411.09274545,224662,582789,1454522269.072133846793821206,8729.333907783883023477405874,65.2762659530855841632,5087359778.783460426033384533,0.03849375898765556,,1820
42974,753881,155,153574427,990802.75483871,2.93116239,71814078736.96461246274734926,24500204781.84066660072103149,888171856257.324,1534514.524745496941449619931,6843445.68006004,8418250.42424020875,4344.90344476914,661.9950670766392,55.5176236633424,16528348.59274539,257198,638004,1639954924.834445922864280865,7258.92837982296023952662141,45.8979741007838542239,4631225342.040568995938335909,0.0381415523004739,,468
42975,661017,129,126590490,981321.627906977,2.93365297,72397327204.40999824027317187,24678217855.27214970165555269,888171856257.323,1694181.501623468500074539855,5695512.85630802,7062369.32211207675,4379.76392068966,661.5586979167235,61.82684631054792,16529961.09274537,227603,579362,2336598209.222840664898801534,11252.36288857985066654144687,88.8449126556443737912,6519191467.853401761041377023,0.03714798955638439,,2001
42976,789243,149,148728423,998177.33557047,3.03875355,76053940775.73611294856705189,25028005549.76190358292736206,888171856257.324,2102835.315531995030180598941,6578538.10534803,8568350.8476928745,4600.45683097604,702.2710194979683,67.32678840014309,16531823.59274533,276967,677071,2601348432.451445803095656174,10849.66808605889596401319786,100.539763721199670972,7345995620.695976026280780804,0.037636433865032654,,1139
42977,805068,168,165206948,983374.690476191,3.00669499,75835035216.64296231021117974,25222057918.16510242509356201,888171856257.324,1796243.100025970091823666464,7417412.09193603,9631928.747077728,4586.63273670368,696.7113093385926,60.225481933652915,16533923.59274531,275731,663122,2236545288.671318720764874525,9031.567362304943055135807398,99.2436786373721793312,5989031012.426365324600319379,0.03754743262222904,,889
42978,797023,163,160007176,981639.116564417,3.06677185,78386345981.6459952159653306,25559888308.34148916287702977,888171856257.324,1972866.721998930301656454807,7196655.77967604,9658475.79358196525,4740.35621770894,728.3386110418614,73.80563980366237,16535961.09271528,281321,678169,2566504793.877348725014689677,9508.501567825023538096198763,101.8886951042520083766,6448370999.750314173801638656,0.03564783989045577,,1858
42979,767441,174,169109237,971892.166666667,3.14249768,81337302684.47429991380063266,25883011205.11252354030278078,888171856257.323,1815518.847499391372549873693,7682319.66664803,10697011.58262711525,4918.16624488603,759.4861444968782,82.82155855428012,16538136.09270525,275267,672817,2420894006.82414793724997561,9866.535796709949751902466171,103.5661054231981845561,6638373015.134992838816298358,0.03526758822306561,,824
42980,709832,164,131557969,802182.737804878,2.91990917,76002486194.54488546132749183,26029058323.41428328826849177,888171856257.324,1365242.166823752556398061945,7240807.04212804,9419791.0365429515,4595.02001782583,696.5754993542603,64.71103473893608,16540186.09270522,241028,633164,1926753357.847527492676567745,8577.647889474442744671780208,79.4363166577636796084,5431057848.291196681352443831,0.038596363468596934,,447
42981,587110,154,119046920,773031.948051948,2.92473488,76512165470.08018803208912284,26160376453.66929295753776979,888171856257.324,1091984.84269067028395131488,6799294.41760804,8903695.4052893,4625.296314436,670.4019795323314,61.70822043610337,16542111.09270519,195123,491567,1603796399.61303500436466656,10320.10443195530652769619928,73.95705422597416484,5073022775.30298362420360136,0.03860557739529825,,268
42982,760792,175,162344163,927680.931428571,2.75162247,72377228115.37829909465406066,26303473247.43148543992081407,888171856257.323,1423794.681508859924661537594,7726470.92910003,9569773.27357905,4374.75349649328,616.5396670073754,35.130719883325334,16544298.59268517,270702,671988,2328293695.117152205098023232,12058.25771689189714087980284,104.5070426090741231376,8103004486.658762901576179371,0.03506630505252308,,1328
42983,780357,197,150421478,763560.802030457,2.78742564,73700143235.54441367160027084,26440218637.55727718640216575,888171856257.322,1256007.447335870018178885257,8697798.70304403,10968104.374079478125,4454.05253769725,633.1448314825619,37.89138099458789,16546761.09268515,277339,688049,2522690750.403646353321055738,38452.05430150648168190471452,105.00987841214747879875,26456897510.09723004302204483,0.035016144532313234,,1920
42984,777010,162,146479764,904196.074074074,2.86204183,76248805470.28903811133742091,26641401517.55771521562476004,904381832205.575,1269037.946831177822220875543,7283044.48578657,9330220.97285943825,4607.51652980713,651.6395868266898,35.812284675624305,16548786.09268512,277211,687212,2447782467.352158102303732796,13731.72818930687349840609107,106.70623555403074184645,9436608392.429948615469501438,0.03454901834424534,,699
42985,767722,176,142562090,810011.875,2.84583752,76715672194.46526108936610006,26957151116.79077140003086292,922724699725.966,1183772.304514180868066079556,8072925.27664423,10197246.126767964,4635.11187580362,652.8689922450802,35.30500378655259,16550986.0926851,256625,609657,2309275325.868312460197068707,14483.33335827113185214099652,106.0495983758740202244,8829865565.203510625691514832,0.03455760274146798,,859
42986,809056,175,157337040,899068.8,2.66619471,71931114925.08024878447462468,26978942967.81960604784251572,922724699725.966,914867.9104526464111841190083,8027056.38302694,9505688.6232466375,4345.45765634132,589.153353574709,29.823064726956126,16553173.59268506,271237,696400,2240886850.623343885547261124,11137.72152771032620249106246,75.7806098872425331328,7756309271.897471897451662164,0.03668902275512018,,1984
42987,625612,169,122615396,725534.887573965,2.65540041,71776989941.96731209461183448,27030571266.46407371694410608,922724699725.965,629837.128146892315545090789,7751843.02132316,9158941.1625694125,4335.593449737,595.9466075408665,26.143523063748788,16555286.09268504,218820,525939,1600475870.50852861699433358,12926.53236647268228073661265,80.0328872854201515,6798567506.29028285488106646,0.036583951684553376,,160
42988,581564,138,111750871,809788.920289855,2.59879339,70563390453.15256985655861726,27152366405.82643957974336966,922724699725.965,623205.9964793970841444054823,6329907.31918695,7351680.07379456925,4261.84352104033,582.1649473958615,16.427253381774115,16557011.09268503,199466,494211,1558988650.438210335392667351,11767.38817704160297828152565,74.19816297087201525875,5815572678.363901993351243692,0.035314255261445854,,346
42989,724503,174,143403481,824157.936781609,2.56454296,69756359191.3733810149646502,27200308321.54040614962129514,922724699725.966,667415.7998953936214083210079,7981187.48940964,9162290.972033901,4212.54757334892,592.5722309906085,8.820922194971507,16559186.092685,249732,613389,1863995104.757434100906402926,14821.99799411847809821557295,79.480451967539415546,9091650527.614331384812520255,0.03409218802710556,,241
42990,700869,188,131688348,700469.936170213,2.53102364,68967526611.78393706706368383,27248866987.1405558654971158,922724699725.966,615291.5236898257852652072898,8623352.0000518,9786150.670485103,4164.31943424898,585.2507672740511,2.4735064592802125,16561536.09268497,254127,629468,1959480615.664894056126620496,13099.92937055035708176589742,82.3272834544805461713,8245986341.021597748235029484,0.033060270496318635,,18703
42991,715683,190,135060675,710845.657894737,2.36797159,64385886678.33504995949106727,27190312154.96337316366170006,922724699725.966,514319.1461876151052691344249,8715089.78728639,9231906.64362945625,3887.11858679135,538.599476010363,-9.698577408982079,16563911.09268494,261808,624704,2007528794.520222320029258466,14358.74188033478718204109895,83.5098839389786655625,8969963487.612662749967716632,0.03363119595754391,,1429
42992,786448,174,143120204,822529.908045977,1.99521056,53797846714.26439437487491376,26963493355.73281266750476934,922724699725.966,518026.23881397660161004417,7981187.48940964,7063244.5074152625,3247.4687390415,432.88464011631424,-21.936420821283832,16566086.09268491,274235,656676,1805538902.467135412561869305,12925.83517422244503479111844,91.848320719747696575,8488085738.86769881136012082,0.046335162109847526,,2726
42993,831698,180,151973631,844297.95,2.26320938,61289969016.1444675650404634,27080998195.99880817958799222,922724699725.966,639582.4290835336391029069377,8256400.85111342,8323251.623758035,3699.22294389246,509.3566382381858,-15.246383424647746,16568336.09267488,291839,751541,2405913669.665610914091130063,14405.1622035018673365722274,96.4297530355227735222,10826070007.58200727492227738,0.05187908983981864,,2952
42994,637532,169,116401133,688764.100591716,2.26588756,61496818023.18139160920612018,27140277931.20986929026526106,922724699725.965,438762.5226596749295760410037,7751843.02132316,7839982.5657948535,3711.23435067212,510.59477464427454,-13.862833312813274,16570448.59267485,224435,559574,1521217074.474083120915088224,12905.88662818975448697668466,73.6890074472663861992,7221798604.082657718607025164,0.05188328335922982,,4671
42995,582453,176,101005228,573893.340909091,2.26478555,61515288495.00572528690376312,27161639481.34924233049594512,922724699725.966,364298.4498624955701095522739,8072925.27664423,8166083.648743416,3711.85620397428,511.12439405891206,-9.654381568621833,16572648.59267484,195890,492294,1204063842.831928188346735135,10424.35515958047391496434745,59.38969926358848,5131847498.930507417760813193,0.05126121138916549,,4943
42996,694432,127,119323968,939558.803149606,2.47915064,67629984373.80914253201652898,27279497826.80725045260022117,1059298860284.07,711878.2239528399858463989791,6687570.05931123,6477680.15328755075,4080.42844301578,567.2453279841664,-1.9206160728730874,16574236.09267484,224367,566239,1927382307.120318070106739004,14194.35666963817976601188122,100.071283436429099766,8037398326.259263056496513707,0.05424718716254027,,1372
